file,header_id,header_base,manifest_id,hash_match,sha256,verification
2007-0178__AD_2007-0178_1__easa_ad_2007_0178_superseded.pdf,2007-0178,2007-0178,2007-0178,True,768d248e27fc73f281d4113089a263d68ca00c7a5af269bcf53b1457f8af671f,First-page AD header
2007-0184__AD_2007-0184_1__easa_ad_2007_0184.pdf,2007-0184,2007-0184,2007-0184,True,cb7a1e7fff84404b2d0b058d8fe9af1a8c601deb511b194ea297344ec48d46a9,First-page AD header
2007-0187__AD_2007-0187_1__easa_ad_2007_0187.pdf,2007-0187,2007-0187,2007-0187,True,86317aa2bc50849ca75432ad0da5e87909d65e6076e83d358a708e337db30b8d,First-page AD header
2007-0188R1__AD_2007-0188R1_1__easa_ad_2007_0188_R1.pdf,2007-0188R1,2007-0188,2007-0188R1,True,0e9441d588da7ee09435bbb982e5a7828198bfac721ba53c576bee4a49adf7dc,First-page AD header
2007-0195__AD_2007-0195_1__easa_ad_2007_0195_superseded.pdf,2007-0195,2007-0195,2007-0195,True,c00b3735b6a2caabaee563a0a7a43228abb90987839487ebebaade6f6d734448,First-page AD header
2007-0207R1__AD_2007-0207R1_1__easa_ad_2007_0207_R1.pdf,2007-0207R1,2007-0207,2007-0207R1,True,a509728682fa2b5e55d244690ada26c2b873fbe6ef770087ee1ebe2ab9fe0824,First-page AD header
2007-0213__AD_2007-0213_1__easa_ad_2007_0213_superseded.pdf,2007-0213,2007-0213,2007-0213,True,008f8371817d642864b487bd4d06dc99cf7f6851b761006e2bd30b14332c24ef,First-page AD header
2007-0214__AD_2007-0214_1__easa_ad_2007_0214.pdf,2007-0214,2007-0214,2007-0214,True,fa769830b427b11b6b0301c337baee8888e418c0336986f65751b1ee4d9a46b1,First-page AD header
2007-0215__AD_2007-0215_1__easa_ad_2007_0215.pdf,2007-0215,2007-0215,2007-0215,True,e40f3e2498249340b9df983212220b6de60cf2dae79d4d90227e80d7a28ee961,First-page AD header
2007-0217__AD_2007-0217_1__easa_ad_2007_0217.pdf,2007-0217,2007-0217,2007-0217,True,cd7b4706e3436bad63f207628a786b21a2568be86132e7c3a3f133a06977d880,First-page AD header
2007-0218R2__AD_2007-0218R2_1__easa_ad_2007_0218_R2_superseded.pdf,2007-0218R2,2007-0218,2007-0218R2,True,f1ed2a2d10c7dec06ec35581a5423f1b8e475f4555724132512c30ef29c3d9b8,First-page AD header
2007-0230__AD_2007-0230_1__easa_ad_2007_0230_Superseded.pdf,2007-0230,2007-0230,2007-0230,True,ddb3933d5c347de9bf666db537dbcdc7c6f78b54ecc09cb7071984cc9186112e,First-page AD header
2007-0233__AD_2007-0233_1__easa_ad_2007_0233_superseded.pdf,2007-0233,2007-0233,2007-0233,True,9769d8eeab40ccd880a8631b126ac1d681a7c8a8a575c01d905883b21d21d252,First-page AD header
2007-0238R1__AD_2007-0238R1_1__easa_ad_2007_0238_R1_superseded.pdf,2007-0238R1,2007-0238,2007-0238R1,True,2b5fd8b1f8fa29fcef22ec6b48caece8c27d71d34bd2c7d75dd5d4281e778e05,First-page AD header
2007-0239__AD_2007-0239_1__easa_ad_2007_0239.pdf,2007-0239,2007-0239,2007-0239,True,9e37e8500b030c4467f53b9d4e888cf11dd023241574bd275f1522e795cd0f60,First-page AD header
2007-0240__AD_2007-0240_1__easa_ad_2007_0240_Superseded.pdf,2007-0240,2007-0240,2007-0240,True,f495d4ba30b3cb291f1403dd1600c889ef9588da8ec4c8702563e29ed026caef,First-page AD header
2007-0242R1__AD_2007-0242R1_2__EASA_AD_2007_0242_R1.pdf,2007-0242R1,2007-0242,2007-0242R1,True,3be2b199c52dcf7dbb6448c802b2e0b0530d044daca4725df6f85cf691af2daa,First-page AD header
2007-0243R1__AD_2007-0243R1_1__EASA_AD_2007_0243_R1.pdf,2007-0243R1,2007-0243,2007-0243R1,True,e40e4c86eccd64826680df3c41dba803a2dbb31caaa4381b861abefd750db6b7,First-page AD header
2007-0245__AD_2007-0245_2__easa_ad_2007_0245_superseded.pdf,2007-0245,2007-0245,2007-0245,True,a27a7fd8044a61ff3a186302d8a835911735a7c4de68dbb422892bf52a4bd4c3,First-page AD header
2007-0246__AD_2007-0246_2__easa_ad_2007_0246.pdf,2007-0246,2007-0246,2007-0246,True,f91ac920390aaf0b36fc6dfcb74f4fc3219fdf3d6c225f7d983db8fb719c774a,First-page AD header
2007-0249__AD_2007-0249_1__easa_ad_2007_0249.pdf,2007-0249,2007-0249,2007-0249,True,18185cd18d1593eb0b040e8a65fb4ff60e881622f180b1928af393479bc20f4e,First-page AD header
2007-0266__AD_2007-0266_1__easa_ad_2007_0266.pdf,2007-0266,2007-0266,2007-0266,True,de3cbf048378a0da6b3c810a60062ed4ea8a8aa3a953035804b14ac41c321905,First-page AD header
2007-0269R1__AD_2007-0269R1_2__easa_ad_2007_0269R1_superseded.pdf,2007-0269R1,2007-0269,2007-0269R1,True,b3ea2d71dad7038cdae0d09c64efd02fefcd87da4222d70611f586b31d6513ec,First-page AD header
2007-0273__AD_2007-0273_1__easa_ad_2007_0273.pdf,2007-0273,2007-0273,2007-0273,True,b827830287bd86a48115a4695dafbd97f1de03d8d74a0b62e637734b426eece6,First-page AD header
2007-0276R1__AD_2007-0276R1_1__easa_ad_2007_0276_R1_superseded.pdf,2007-0276R1,2007-0276,2007-0276R1,True,2b760bbcecc8de797de79a72dbacce4b6ebb7a6114bb13fa1b7bb79206c350da,First-page AD header
2007-0278__AD_2007-0278_1__easa_ad_2007_0278_Corrected_Superseded.pdf,2007-0278,2007-0278,2007-0278,True,e62c9e732351450fd652e17b1ab340a2d358aef0a6a724a85a76be7e66836d62,First-page AD header
2007-0279__AD_2007-0279_1__easa_ad_2007_0279.pdf,2007-0279,2007-0279,2007-0279,True,9ef75e56abffc623b9a451c136c26476c64eaf204981c58fcef1fdd8ba117845,First-page AD header
2007-0280__AD_2007-0280_1__easa_ad_2007_0280.pdf,2007-0280,2007-0280,2007-0280,True,dc142d0f7592b74c96c4d1d0362c245196478661949739414e97526000b50aa0,First-page AD header
2007-0281__AD_2007-0281_1__easa_ad_2007_0281.pdf,2007-0281,2007-0281,2007-0281,True,0c2e9e5fc492936dc375d8221c390922958578ecdbde1c08287ab488f0f52dd8,First-page AD header
2007-0282__AD_2007-0282_1__easa_ad_2007_0282.pdf,2007-0282,2007-0282,2007-0282,True,16b2774e707b3217584a7c1f136a73037c79bbf674dc8f75484ccacb32c6b35a,First-page AD header
2007-0283__AD_2007-0283_1__easa_ad_2007_0283_superseded.pdf,2007-0283,2007-0283,2007-0283,True,e81c0ce0a47f5a91226dae7f2c178685da5b4f5f28c574802b69413b4efda648,First-page AD header
2007-0284__AD_2007-0284_1__easa_ad_2007_0284_superseded.pdf,2007-0284,2007-0284,2007-0284,True,9b0c0998751ab8ac77931521be4d1121956096073b5a7d08f88a3c2a0e98b217,First-page AD header
2007-0286__AD_2007-0286_1__easa_ad_2007_0286.pdf,2007-0286,2007-0286,2007-0286,True,034d016f5797b924475a0fc2e07c90cc58187a888276a831738cc926b4b15694,First-page AD header
2007-0291__AD_2007-0291_1__easa_ad_2007_0291.pdf,2007-0291,2007-0291,2007-0291,True,ecfbd2b35e3cb25b01c545533ed3a58d8175235a81f591dedc7dc1a53804f4b7,First-page AD header
2007-0292__AD_2007-0292_2__easa_ad_2007_0292.pdf,2007-0292,2007-0292,2007-0292,True,7f274fd98633839b31664d8b67b358f8d0b3b14bea0010fbd756c55c9cd53ef7,First-page AD header
2007-0293__AD_2007-0293_1__easa_ad_2007_0293_superseded.pdf,2007-0293,2007-0293,2007-0293,True,eb27da64e089f86530366b737ca8efd350d34d46bfb70d0213d8226cad68f628,First-page AD header
2007-0297R1__AD_2007-0297R1_1__easa_ad_2007_0297_R1.pdf,2007-0297R1,2007-0297,2007-0297R1,True,7717aefc32ab5819103dbdfe88a95c4c10f2973b89509595f1b5203f141bb161,First-page AD header
2007-0299R2__AD_2007-0299R2_1__easa_ad_2007_0299_R2.pdf,2007-0299R2,2007-0299,2007-0299R2,True,d4c300c830db09eac8860121b6543f072851ce94c4f9e529973f50fb0c9436b2,First-page AD header
2007-0300__AD_2007-0300_1__easa_ad_2007_0300_Superseded.pdf,2007-0300,2007-0300,2007-0300,True,52506de9988f882b9eee3c9fa1fb94ee7a31a66a980161983f029fb28b26f940,First-page AD header
2007-0302__AD_2007-0302_1__easa_ad_2007_0302.pdf,2007-0302,2007-0302,2007-0302,True,a6c2f1f7b95c82a43908d8984fb27343b6cea3fa136d9e4b0124bf8e6445c41a,First-page AD header
2007-0308__AD_2007-0308_1__easa_ad_2007_0308_superseded.pdf,2007-0308,2007-0308,2007-0308,True,5356c189f28450cc116e5bd4a3c9590822a7113e22a8fbc9517f033b921896ce,First-page AD header
2007-0309__AD_2007-0309_1__easa_ad_2007_0309_superseded.pdf,2007-0309,2007-0309,2007-0309,True,952ebc1b1033d82031ed11aff6a880f798c5431a357c36e600e9ebf06839e49f,First-page AD header
2007-0314R1__AD_2007-0314R1_1__easa_ad_2007_0314_R1_superseded.pdf,2007-0314R1,2007-0314,2007-0314R1,True,954beaa41014e29e13d49bbe1d4e24fae34151b02d67366f6790a6787c1a4ddd,First-page AD header
2008-0001__AD_2008-0001_1__easa_ad_2008_0001_Superseded.pdf,2008-0001,2008-0001,2008-0001,True,10f007c8c0b04c9b09e64c1b1c577794deff91bdcb73db2ebb1bd3a9f2090193,First-page AD header
2008-0002__AD_2008-0002_1__easa_ad_2008_0002.pdf,2008-0002,2008-0002,2008-0002,True,59be4e01ee97020269412d568665561f3f82ff43b831a19e064ca45643f9c1fb,First-page AD header
2008-0008__AD_2008-0008_1__easa_ad_2008_0008_superseded.pdf,2008-0008,2008-0008,2008-0008,True,bf7058ffd5d42eea0b6045750c136f4f74d47d74a997953ad3b5a78e99a1cb8d,First-page AD header
2008-0010R1__AD_2008-0010R1_1__easa_ad_2008_0010_R1_Superseded.pdf,2008-0010R1,2008-0010,2008-0010R1,True,f0f5c8b553ec7d72f2fcc4dced685ad96d89c7824991f06b5d8410f600321d15,First-page AD header
2008-0012__AD_2008-0012_1__easa_ad_2008_0012.pdf,2008-0012,2008-0012,2008-0012,True,8d4bb02fba9b8f90b2f384d4369b549c564e10cca1944323309fa972ae7a41df,First-page AD header
2008-0017R1__AD_2008-0017R1_1__easa_ad_2008_0017_R1_Superseded.pdf,2008-0017R1,2008-0017,2008-0017R1,True,2000bd13fd787b7dc6d8b315bfeea1a28132367bdd0c6c652d6d28aa6ef001fc,First-page AD header
2008-0019__AD_2008-0019_1__easa_ad_2008_0019_superseded.pdf,2008-0019,2008-0019,2008-0019,True,257a80ee46e86e96d92472ccd422fb26c66015e26c1c5b5f3ae9ad0a8a78d090,First-page AD header
2008-0023__AD_2008-0023_1__easa_ad_2008_0023_Superseded.pdf,2008-0023,2008-0023,2008-0023,True,571dc0c7f1836d138d55a8ba50cb9a3b3b299af7d519c37ac8e720d8830f4b94,First-page AD header
2008-0026__AD_2008-0026_2__easa_ad_2008_0026_superseded.pdf,2008-0026,2008-0026,2008-0026,True,1604b976f17467397999529b1109af086b9675a3426e214d7f8f1cb0f18aa4f2,First-page AD header
2008-0032__AD_2008-0032_1__easa_ad_2008_0032.pdf,2008-0032,2008-0032,2008-0032,True,ffa024fc143f3c7912cf10a46fde916ab768c71039463274bf3462f9b2282679,First-page AD header
2008-0034R1__AD_2008-0034R1_1__easa_ad_2008_0034_R1.pdf,2008-0034R1,2008-0034,2008-0034R1,True,fc11d1b7ef1aa8fe48338655150d64a24f70451c8222afaa8e973cddaad9137e,First-page AD header
2008-0048__AD_2008-0048_1__easa_ad_2008_0048.pdf,2008-0048,2008-0048,2008-0048,True,4cd8f0d0b7dbfcd631e5a373572575ecef666d83f39e8e38379b808bd2a6576e,First-page AD header
2008-0050__AD_2008-0050_1__easa_ad_2008_0050_superseded.pdf,2008-0050,2008-0050,2008-0050,True,21634adc9d3164a19ad940e795003d1da7927effd11953e3555ef05fd92b0e42,First-page AD header
2008-0051R1__AD_2008-0051R1_1__easa_ad_2008_0051_R1_superseded.pdf,2008-0051R1,2008-0051,2008-0051R1,True,7d95d9f6662e141ed50ddeb94ec8bb692ee169d5bf494074f224d05c63e1012e,First-page AD header
2008-0052R1__AD_2008-0052R1_1__easa_ad_2008_0052_R1.pdf,2008-0052R1,2008-0052,2008-0052R1,True,063bd5581e19398671392264542ac7b4c11e7e5b09fa269035c2679cecc5d056,First-page AD header
2008-0055__AD_2008-0055_2__easa_ad_2008_0055_superseded.pdf,2008-0055,2008-0055,2008-0055,True,8796b5a1f7f83cd4df096862be177fc06d5ef486bfb0544efa196f17eb4ee88d,First-page AD header
2008-0058-CN__AD_2008-0058-CN_1__AD_2008_0058_CN1_.pdf,2008-0058,2008-0058,2008-0058,True,e767ba9ea1d7ce61f86a134d7af1371133e8fd01ec6519dd44749af2a86510c9,First-page AD header
2008-0066__AD_2008-0066_1__easa_ad_2008_0066.pdf,2008-0066,2008-0066,2008-0066,True,38d8906ac3e9ee2bae16dcd13c81d3a8732873de06d24b8188dbd490b2637e74,First-page AD header
2008-0073__AD_2008-0073_1__easa_ad_2008_0073.pdf,2008-0073,2008-0073,2008-0073,True,d61b136e3e4596347bdfed5d86b1b0dd139ba3f57fcf6c5fe1529c23c9254dcc,First-page AD header
2008-0074__AD_2008-0074_1__easa_ad_2008_0074_superseded.pdf,2008-0074,2008-0074,2008-0074,True,fbff6dab3f82544ac93b27673f0ade6343b00476d17e0c73231d1605e9ce3ced,First-page AD header
2008-0093__AD_2008-0093_1__easa_ad_2008_0093_superseded.pdf,2008-0093,2008-0093,2008-0093,True,c42791ae86f3c2d12169d6ab960314caa584895e226d97dc8e9906fe0a37392d,First-page AD header
2008-0101__AD_2008-0101_1__easa_ad_2008_0101_superseded.pdf,2008-0101,2008-0101,2008-0101,True,741b10bbcadb8f00c466540fb82a980e7666df7b66ee8821d1109ec486038d0d,First-page AD header
2008-0111__AD_2008-0111_2__easa_ad_2008_0111_superseded.pdf,2008-0111,2008-0111,2008-0111,True,351cc14164995cb4681a66ebaab1ec5ed42dfce555d3be80dd86ed17397a51ba,First-page AD header
2008-0112__AD_2008-0112_1__easa_ad_2008_0112.pdf,2008-0112,2008-0112,2008-0112,True,a51b8ac35dd0a41c7538cb2885e34368f977ee849b0ce3ba192a3bea3d790658,First-page AD header
2008-0117__AD_2008-0117_1__easa_ad_2008_0117_superseded.pdf,2008-0117,2008-0117,2008-0117,True,9b8d057f6a856da1a41a3cd538e7209a806d249021436dd55c28fbc543630fe7,First-page AD header
2008-0131__AD_2008-0131_1__easa_ad_2008_0131_Superseded.pdf,2008-0131,2008-0131,2008-0131,True,e634f4963d42f343338eea6384ec224fac6535d2a44bf64e88536ca146dfc6db,First-page AD header
2008-0138__AD_2008-0138_1__easa_ad_2008_0138_Superseded.pdf,2008-0138,2008-0138,2008-0138,True,4bae30eb174f2ce48b81952a578e60e1a99df9344039e9fe604052964c594168,First-page AD header
2008-0140__AD_2008-0140_1__easa_ad_2008_0140_superseded.pdf,2008-0140,2008-0140,2008-0140,True,3209d1d0f3d6d4f345d5ef9e879b3fd1942def066fb53f53ba346c38a70d0971,First-page AD header
2008-0149__AD_2008-0149_1__easa_ad_2008_0149_superseded.pdf,2008-0149,2008-0149,2008-0149,True,7ee42f93423ef5a612d97b318279c7e8f617a53a9a0718d2369333c81a48de76,First-page AD header
2008-0150__AD_2008-0150_1__easa_ad_2008_0150_superseded.pdf,2008-0150,2008-0150,2008-0150,True,bd631f905b5ee4761a8a667e3d0d12ce0ca8430233e9aac80ae8e7989c4ea4b6,First-page AD header
2008-0151__AD_2008-0151_1__easa_ad_2008_0151.pdf,2008-0151,2008-0151,2008-0151,True,f4841fc029e14a9544413603589e3438743569342d154408ad58d29a40ef742e,First-page AD header
2008-0152__AD_2008-0152_1__easa_ad_2008_0152_Superseded.pdf,2008-0152,2008-0152,2008-0152,True,1af02afab935bfa6fb05451e3e5d361d176b26c7c00ade22a54eed779c0b9153,First-page AD header
2008-0153__AD_2008-0153_1__easa_ad_2008_0153.pdf,2008-0153,2008-0153,2008-0153,True,72ea0f1ba5bcfe9cac44d02f10b5094ecd05fbf6c48651435995e32d6449e118,First-page AD header
2008-0154__AD_2008-0154_1__easa_ad_2008_0154_Superseded.pdf,2008-0154,2008-0154,2008-0154,True,e18599c793254db16c5a78b622f63e2dc842b9efdf9ed63d0a341c2ffe712418,First-page AD header
2008-0160__AD_2008-0160_1__easa_ad_2008_0160_superseded.pdf,2008-0160,2008-0160,2008-0160,True,8d286d0d78fb5d61a031af3b90d26c189cd90f7703604540fbd73a2cc56e1529,First-page AD header
2008-0161R1__AD_2008-0161R1_1__easa_ad_2008_0161_R1.pdf,2008-0161R1,2008-0161,2008-0161R1,True,31764b221e103f74655132b00fbe1664c6fdf13d3518341e825088126ec4e2fa,First-page AD header
2008-0166-CN__AD_2008-0166-CN_1__easa_ad_2008_0166_CN_Corrected.pdf,2008-0166,2008-0166,2008-0166,True,d7869b55639c0f2272e6b1599080d32e1df017ea2fbbf5b42850419e0150ede3,First-page AD header
2008-0173R1__AD_2008-0173R1_1__easa_ad_2008_0173_R1.pdf,2008-0173R1,2008-0173,2008-0173R1,True,e7a45ea59b0b2807eb5f913c4a3bc74e65d7250c78a80617fe124d836c74e069,First-page AD header
2008-0181__AD_2008-0181_2__easa_ad_2008_0181_superseded.pdf,2008-0181,2008-0181,2008-0181,True,1a61c16cbd2e1375b548fa895e60cc971f7cbd11ae6de1e98d4df096f4d75cf9,First-page AD header
2008-0187__AD_2008-0187_1__easa_ad_2008_0187.pdf,2008-0187,2008-0187,2008-0187,True,1ab0247d0e16fb863cb924c7e2738ec7982d1ab87faf6d3590a92088dc524e95,First-page AD header
2008-0188__AD_2008-0188_2__easa_ad_2008_0188_superseded.pdf,2008-0188,2008-0188,2008-0188,True,2f1bef05ef2df0dae88090b9a124850980389aeba6e0dd5ff5310a7889a2a899,First-page AD header
2008-0196__AD_2008-0196_1__easa_ad_2008_0196.pdf,2008-0196,2008-0196,2008-0196,True,551bdb03499e862c3c96860a93e82616436528a8012dfa6e4c6f7c1d0cedfac5,First-page AD header
2008-0198__AD_2008-0198_1__easa_ad_2008_0198.pdf,2008-0198,2008-0198,2008-0198,True,92562f2c352ef389af81733068958cc76d8092e74735437e00494503a4bdeeea,First-page AD header
2008-0199R1__AD_2008-0199R1_1__easa_ad_2008_0199_R1.pdf,2008-0199R1,2008-0199,2008-0199R1,True,58f326a05565866330660f4fafc1103b48df9787fbad44136179bbaf9dc4ea1c,First-page AD header
2008-0201R1__AD_2008-0201R1_1__easa_ad_2008_0201_R1.pdf,2008-0201R1,2008-0201,2008-0201R1,True,c247d7d13423898bac62baf96893e98a9984de454d2a4123f1ffc4a21ff42b45,First-page AD header
2008-0207__AD_2008-0207_1__easa_ad_2008_0207.pdf,2008-0207,2008-0207,2008-0207,True,fc64a6a8af09df84e4b8dec37c6b874ea457ed6b08d38864a25f6e93a4bd2028,First-page AD header
2008-0208R2__AD_2008-0208R2_1__easa_ad_2008_0208_R2.pdf,2008-0208R2,2008-0208,2008-0208R2,True,60ccf4b439f37a5ad4f9665f010fea9dadffecf47367871a41ecd50d9a8aebcf,First-page AD header
2008-0209__AD_2008-0209_1__easa_ad_2008_0209_superseded.pdf,2008-0209,2008-0209,2008-0209,True,74311456e37eb1ee268b3cd1417e83e756919a4527e3f7ccf0ddf52f2796187d,First-page AD header
2008-0210__AD_2008-0210_1__easa_ad_2008_0210.pdf,2008-0210,2008-0210,2008-0210,True,0df8f3bd34a26a3936f53200a3aa17abf6363dc3ad1afa154babea0eab079b51,First-page AD header
2008-0211__AD_2008-0211_1__easa_ad_2008_0211_superseded.pdf,2008-0211,2008-0211,2008-0211,True,b6b3b3b1495afcc6fead9a14eb196c22a9cf0d552617209ae5bfc9868cd35d71,First-page AD header
2008-0212__AD_2008-0212_1__easa_ad_2008_0212_superseded.pdf,2008-0212,2008-0212,2008-0212,True,240fbaa5a9a7142ecb59a96c7d7b8b5b2c87182f9ed98a6a792dd713885527b3,First-page AD header
2008-0213__AD_2008-0213_1__easa_ad_2008_0213_superseded.pdf,2008-0213,2008-0213,2008-0213,True,16e7e1aa36b57a724bc7a3ae05c1c567ffa64d1e68296d33a5741cedceb39306,First-page AD header
2008-0216__AD_2008-0216_1__easa_ad_2008_0216_Superseded.pdf,2008-0216,2008-0216,2008-0216,True,f8b7de8b6620ea6d09c4a393d13778736602502bc258bb8fdd28de449bf7552f,First-page AD header
2008-0223__AD_2008-0223_1__easa_ad_2008_0223_superseded.pdf,2008-0223,2008-0223,2008-0223,True,0a3d5a9d296c98279c06867953b95a6ad0551de5818095c2911a3624074c0f57,First-page AD header
2008-0226R1__AD_2008-0226R1_2__easa_ad_2008_0226_R1.pdf,2008-0226R1,2008-0226,2008-0226R1,True,dfe9bf9a13db330cdf5776d218f0eb787841b79758a8bde9e386f8fe759c16ea,First-page AD header
2009-0001__AD_2009-0001_1__easa_ad_2009_0001.pdf,2009-0001,2009-0001,2009-0001,True,ba60773443e7ae2fc87f9974cf7e4df65b0200836c85ef4fae741940c06f24ac,First-page AD header
2009-0025__AD_2009-0025_1__easa_ad_2009_0025_Corrected.pdf,2009-0025,2009-0025,2009-0025,True,9e738087562162dabd117aa81c78b99adc4db1c51c3054c8d0736dbaa89981b8,First-page AD header
2009-0045__AD_2009-0045_2__easa_ad_2009_0045.pdf,2009-0045,2009-0045,2009-0045,True,0e22c27a9733f53858d1cfdab24f1a0d8b5020a3787d3968b0c272f015444d6f,First-page AD header
2009-0055R1__AD_2009-0055R1_2__easa_ad_2009_0055_R1.pdf,2009-0055R1,2009-0055,2009-0055R1,True,6383fea506d52463055d8ace8ae53d34f64cea2f826a88d08ef3016589cbc4f7,First-page AD header
2009-0056__AD_2009-0056_2__easa_ad_2009_0056_superseded.pdf,2009-0056,2009-0056,2009-0056,True,1545a72074f3369c6a5b68f9c738a95b4e9cd3ad037be766e413704c60b3adfb,First-page AD header
2009-0057__AD_2009-0057_2__easa_ad_2009_0057_superseded.pdf,2009-0057,2009-0057,2009-0057,True,fc4452f8c744dc2a68a577dc021b386b137f148e70bebf7528a12e68b36b2c90,First-page AD header
2009-0058__AD_2009-0058_1__easa_ad_2009_0058.pdf,2009-0058,2009-0058,2009-0058,True,9641dd7cf0c0b1223017f39f8e46fc4900960c71eb362898e61b65ae22b57e6c,First-page AD header
2009-0061R1__AD_2009-0061R1_1__easa_ad_2009_0061_R1.pdf,2009-0061R1,2009-0061,2009-0061R1,True,45627bcbe0cd3632438c612ee0ab983709bfff8ecfb94ba045001b90bcbb9bec,First-page AD header
2009-0063__AD_2009-0063_1__easa_ad_2009_0063_Corrected.pdf,2009-0063,2009-0063,2009-0063,True,534e91ce78ffd21af927170948f9b8169db8e2790996308b5cd8a39e52922a5f,First-page AD header
2009-0064__AD_2009-0064_1__easa_ad_2009_0064.pdf,2009-0064,2009-0064,2009-0064,True,2ac1153d334872ed7011fb7a0b3b2c85af7b42bf7304bacfe4ac3cd89236110f,First-page AD header
2009-0066__AD_2009-0066_1__easa_ad_2009_0066_superseded.pdf,2009-0066,2009-0066,2009-0066,True,23a90c94ba10571a1bfde76a7ded47297d71634acb308eaf14dc9bb167dff1c3,First-page AD header
2009-0075__AD_2009-0075_1__easa_ad_2009_0075.pdf,2009-0075,2009-0075,2009-0075,True,ee5cf1216c9a951ff3714bcc6613a343f26d5d4b4b41ddf2e04c8514a1621962,First-page AD header
2009-0076__AD_2009-0076_2__easa_ad_2009_0076.pdf,2009-0076,2009-0076,2009-0076,True,c5e0bd530c0a1d5f2737e75a710308db9c85013cd565ff75bfdbed6ea8585c41,First-page AD header
2009-0077__AD_2009-0077_1__easa_ad_2009_0077.pdf,2009-0077,2009-0077,2009-0077,True,ac328942c3157bf6ecf47212ec882c68cebd81b2186405f44369c8621e844dd1,First-page AD header
2009-0081R1__AD_2009-0081R1_1__easa_ad_2009_0081_R1_superseded.pdf,2009-0081R1,2009-0081,2009-0081R1,True,7d6699058321d2cb8fc97f0951602d417f17c3376db1f4dddcb8fa67cdd0c27e,First-page AD header
2009-0084__AD_2009-0084_1__easa_ad_2009_0084_superseded.pdf,2009-0084,2009-0084,2009-0084,True,6973f19abd8953b5bcca34931add86e72e6b21b9e66a9d7746ce17808472db62,First-page AD header
2009-0094__AD_2009-0094_1__easa_ad_2009_0094_superseded.pdf,2009-0094,2009-0094,2009-0094,True,058e107902f3efe1d90b4f15a058ae8ac2742836cd3ea24cd5a74f8108d6e313,First-page AD header
2009-0098__AD_2009-0098_1__easa_ad_2009_0098_Superseded.pdf,2009-0098,2009-0098,2009-0098,True,d8fd28d8da1731213bc68f586d39d8a391fa1de4308a788bae524e450f81435f,First-page AD header
2009-0102__AD_2009-0102_1__easa_ad_2009_0102_superseded.pdf,2009-0102,2009-0102,2009-0102,True,9aa3c1a78fcdb394bc2b67455c870367bd7e9ca7cfdb7c5f491b231dab9ae247,First-page AD header
2009-0108__AD_2009-0108_1__easa_ad_2009_0108.pdf,2009-0108,2009-0108,2009-0108,True,bc8bd50c78d39030207750db2adc8135cd3a4e4d9bfbf254dfdc79809ef7dc5d,First-page AD header
2009-0111__AD_2009-0111_1__easa_ad_2009_0111.pdf,2009-0111,2009-0111,2009-0111,True,6691c7ee8e77fad6b12e8c05bb2305f614f85ba2aa72c0822dddde4e5f3497d0,First-page AD header
2009-0113R1__AD_2009-0113R1_1__easa_ad_2009_0113R1.pdf,2009-0113R1,2009-0113,2009-0113R1,True,b233301807934ec52416e25331b7e8de64a13e4e8855956b1a909fa64e90e22e,First-page AD header
2009-0113R1__AD_2009-0113R1_2__easa_ad_2009_0113_revised.pdf,2009-0113,2009-0113,2009-0113,True,5bdb763735b481e2af1d6b9c970b69671c06debbf56ba9af3aa7b6edbcb83771,First-page AD header
2009-0115__AD_2009-0115_1__easa_ad_2009_0115.pdf,2009-0115,2009-0115,2009-0115,True,c484cdb6e0c7fe44a9c5f671c4fbd2adf8ddd26dec950297183b9b8df8f2f30c,First-page AD header
2009-0130R1__AD_2009-0130R1_1__easa_ad_2009_0130_R1.pdf,2009-0130R1,2009-0130,2009-0130R1,True,fcef0d9477a5403781b8eef85734ba68f2b4f3b32c1775b2038cdc938e8ed09e,First-page AD header
