source_ad_number,source_file_instance_id,target_ad_candidate,target_base_ad_number,relationship,evidence,manually_verified
2016-0209,7b141b130c150430,2014-0012R1,2014-0012,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2014-0012R1 dated 24 January 2014. | This AD supersedes EASA AD 2014-0012R1 dated 24 January 2014 | this AD retains the requirements of EASA AD 2014-0012R1, which is superseded",False
2016-0217,83db2bc005ad5e5f,2014-0124R1,2014-0124,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2014-0124R1 dated 23 June 2015 (the requirements applicable to A310 aeroplanes). | This AD supersedes EASA AD 2014-0124R1 dated 23 June 2015 (the requirements applicable to A310 aeroplanes),False
2016-0218,656d1b8b373d1745,2006-0257,2006-0257,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2006-0257 dated 24 August 2006 and EASA AD 2014-0124R1 dated 23 June 2015 (the requirements applicable to A300-600 aeroplanes). | This AD supersedes EASA AD 2006-0257 dated 24 August 2006 and EASA AD 2014-0124R1 dated 23 June 2015 (the requirements applicable to A300-600 aeroplanes),False
2016-0218,656d1b8b373d1745,2014-0124R1,2014-0124,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2006-0257 dated 24 August 2006 and EASA AD 2014-0124R1 dated 23 June 2015 (the requirements applicable to A300-600 aeroplanes). | This AD supersedes EASA AD 2006-0257 dated 24 August 2006 and EASA AD 2014-0124R1 dated 23 June 2015 (the requirements applicable to A300-600 aeroplanes),False
2016-0231,eee1872bc8770423,2016-0082,2016-0082,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0082 dated 27 April 2016. | This AD supersedes EASA AD 2016-0082 dated 27 April 2016 | this AD retains the requirements of EASA AD 2016-0082, which is superseded",False
2016-0238,08cc5f653b3afd1b,2016-0015,2016-0015,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0015 dated 15 January 2016. | This AD supersedes EASA AD 2016-0015 dated 15 January 2016 | this AD retains the requirements of EASA AD 2016-0015, which is superseded",False
2016-0239,30c8abdca6bb06c8,2015-0083,2015-0083,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2015-0083 dated 12 May 2015. | This AD supersedes EASA AD 2015-0083 dated 12 May 2015 | this AD retains the requirements of EASA AD 2015-0083, which is superseded",False
2016-0249,c617acfa67532110,2013-0295,2013-0295,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2013-0295 dated 11 December 2013. | This AD supersedes EASA AD 2013-0295 dated 11 December 2013,False
2016-0253,b009bd8443947238,2016-0047,2016-0047,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0047 dated 09 March 2016. | This AD supersedes EASA AD 2016-0047 dated 09 March 2016 | this AD retains the requirements of EASA AD 2016-0047, which is superseded",False
2016-0257,498a9e83c6102405,2016-0069,2016-0069,supersedes_candidate,"Supersedure: This AD supersedes EASA 2016-0069 dated 11 April 2016. | this AD retains the requirement of EASA AD 2016-0069, which is superseded",False
2017-0013,67c94127f7b8e53d,2016-0095,2016-0095,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0095 dated 19 May 2016. | This AD supersedes EASA AD 2016-0095 dated 19 May 2016 | this AD retains the requirements of EASA AD 2016-0095, which is superseded",False
2017-0021,4afe03e5359b1b6b,2015-0206,2015-0206,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2015-0206 dated 12 October 2015. | This AD supersedes EASA AD 2015-0206 dated 12 October 2015 | this AD retains the requirements of EASA AD 2015-0206, which is superseded",False
2017-0027,1149765d5e7d9679,2016-0111,2016-0111,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0111 dated 15 June 2016. | This AD supersedes EASA AD 2016-0111 dated 15 June 2016 | this AD retains the requirements of EASA AD 2016-0111, which is superseded",False
2017-0029,12a668a5c2663816,2016-0112,2016-0112,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0112 dated 15 June 2016. | This AD supersedes EASA AD 2016-0112 dated 15 June 2016 | this AD retains the requirements of EASA AD 2016-0112, which is superseded",False
2017-0048,bee5b1991b44fd65,2015-0150,2015-0150,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2015-0150, dated 23 July 2015. | This AD supersedes EASA AD 2015-0150, dated 23 July 2015 | this AD retains the requirements of EASA AD 2015-0150, which is superseded",False
2017-0051,5a26a08809262f7b,2011-0124R1,2011-0124,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2011-0124R1 dated 05 September 2014. | This AD supersedes EASA AD 2011-0124R1 dated 05 September 2014 | this AD retains the requirements of EASA AD 2011-0124R1, which is superseded",False
2017-0063,70c0e20e2d4f0ae3,2014-0136,2014-0136,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2014-0136 dated 13 June 2014. | This AD supersedes EASA AD 2014-0136 dated 13 June 2014 | this AD retains the requirements of EASA AD 2014-0136, which is superseded",False
2017-0069,93449c2e9d5bfdfd,2014-0149,2014-0149,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2014-0149 dated 13 June 2014. | This AD supersedes EASA AD 2014-0149 dated 13 June 2014,False
2017-0076,319937aa5e0f8419,2016-0048,2016-0048,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0048 dated 10 March 2016. | This AD supersedes EASA AD 2016-0048 dated 10 March 2016 | this AD retains the requirements of EASA AD 2016-0048, which is superseded",False
2017-0081,a3963ae4d14beca9,2016-0005,2016-0005,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0005 dated 07 January 2016. | This AD supersedes EASA AD 2016-0005 dated 07 January 2016 | this AD retains the requirements of EASA AD 2016-0005, which is superseded",False
2017-0082,529a84dd3c2afc4a,2015-0238,2015-0238,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2015-0238 dated 18 December 2015. | This AD supersedes EASA AD 2015-0238 dated 18 December 2015 | this AD retains the requirements of EASA AD 2015-0238, which is superseded",False
2017-0099,e279dbdfe7f30ad3,2014-0069,2014-0069,supersedes_candidate,"This AD supersedes EASA AD 2014-0069 dated 19 March 2014 | this AD retains the requirements of EASA AD 2014-0069, which is superseded",False
2017-0119,0ed5714ab60772d1,2014-0251R1,2014-0251,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2014-0251R1 dated 17 December 2014. | This AD supersedes EASA AD 2014-0251R1 dated 17 December 2014 | this AD retains the requirements of EASA AD 2014-0251R1, which is superseded",False
2017-0138,7d2ac2fbbf233d3c,2016-0010R1,2016-0010,supersedes_candidate,"This AD supersedes EASA AD 2016-0010R1 dated 16 February 2016 | this AD retains the requirements of EASA AD 2016-0010R1, which is superseded",False
2017-0145,1af7f37535549144,2013-0210,2013-0210,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2013-0210 dated 11 September 2013. | This AD supersedes EASA AD 2013-0210 dated 11 September 2013 | this AD retains the requirements of EASA AD 2013-0210, which is superseded",False
2017-0150,e147acb20b4a8fac,2013-0278,2013-0278,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2013-0278 dated 26 November 2013. | This AD supersedes EASA AD 2013-0278 dated 26 November 2013 | this AD retains the requirements of EASA AD 2013-0278, which is superseded",False
2017-0161R1,920eda0e283d5a01,2016-0204,2016-0204,supersedes_candidate,"this AD retains the requirements of EASA AD 2016-0204, which is superseded",False
2017-0168,2925f3526cb53b61,2016-0092,2016-0092,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0092 dated 13 May 2016. | This AD supersedes EASA AD 2016-0092 dated 13 May 2016 | this AD retains the requirements of EASA AD 2016-0092, which is superseded",False
2017-0169,40ac6f557d1a9b1b,2014-0260,2014-0260,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2014-0260 dated 05 December 2014. | This AD supersedes EASA AD 2014-0260 dated 05 December 2014 | this AD retains the requirements of EASA AD 2014-0260, which is superseded",False
2017-0170,4a4f0a64af047de7,2016-0093,2016-0093,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0093 dated 13 May 2016. | This AD supersedes EASA AD 2016-0093 dated 13 May 2016 | this AD retains the requirements of EASA AD 2016-0093, which is superseded",False
2017-0180,323bb275cd483b83,2017-0154-E,2017-0154,supersedes_candidate,"Supersedure: This AD supersedes EASA Emergency AD 2017-0154-E dated 22 August 2017. | This AD supersedes EASA Emergency AD 2017-0154-E dated 22 August 2017 | this AD retains the requirements of EASA Emergency AD 2017-0154-E, which is superseded",False
2017-0200,4f23d85f630098c6,2017-0180,2017-0180,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2017-0180 dated 18 September 2017. | This AD supersedes EASA AD 2017-0180 dated 18 September 2017 | this AD retains the requirements of EASA AD 2017-0180, which is superseded",False
2017-0202,1467abf9321dc67a,2013-0075,2013-0075,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2013-0075 dated 20 March 2013. | This AD supersedes EASA AD 2013-0075 dated 20 March 2013 | this new AD retains the requirements of EASA AD 2013-0075, which is superseded",False
2017-0203,dd5cf3d4f5f9bbed,2013-0072,2013-0072,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2013-0072 dated 20 March 2013, including its correction dated 15 January 2015. | This AD supersedes EASA AD 2013-0072 dated 20 March 2013, including its correction dated 15 January 2015 | this AD retains the requirements of EASA AD 2013-0072, which is superseded",False
2017-0205,ae498898c0fd9b28,2016-0218,2016-0218,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0218 dated 02 November 2016. | This AD supersedes EASA AD 2016-0218 dated 02 November 2016 | this AD retains the requirements of EASA AD 2016-0218, which is superseded",False
2017-0206,8a9ee04d90bed079,2016-0217,2016-0217,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0217 dated 02 November 2016. | This AD supersedes EASA AD 2016-0217 dated 02 November 2016 | this AD retains the requirements of EASA AD 2016-0217, which is superseded",False
2017-0207,b6db617aa9338904,2015-0115,2015-0115,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2015-0115 dated 23 June 2015. | This AD supersedes EASA AD 2015-0115 dated 23 June 2015 | this AD retains the requirements of EASA AD 2015-0115, which is superseded",False
2017-0210,5a3c4468a6c5fbf0,2016-0198,2016-0198,supersedes_candidate,"Supersedure: This AD supersedes DGAC France AD F-2005-124 (EASA approval 2005-6071) dated 20 July 2005, and EASA AD 2016-0198 dated 06 October 2016. | This AD supersedes DGAC France AD F-2005-124 (EASA approval 2005-6071) dated 20 July 2005, and EASA AD 2016-0198 dated 06 October 2016",False
2017-0215,e6e331188eeb03cf,2012-0008,2012-0008,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2012-0008 dated 16 January 2012 and EASA AD 2014-0141 dated 04 June 2014. | This AD supersedes EASA AD 2012-0008 dated 16 January 2012 and EASA AD 2014-0141 dated 04 June 2014 | this AD retains the requirements of EASA AD 2012-0008 and EASA AD 2014-0141, which are superseded",False
2017-0215,e6e331188eeb03cf,2014-0141,2014-0141,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2012-0008 dated 16 January 2012 and EASA AD 2014-0141 dated 04 June 2014. | This AD supersedes EASA AD 2012-0008 dated 16 January 2012 and EASA AD 2014-0141 dated 04 June 2014 | this AD retains the requirements of EASA AD 2012-0008 and EASA AD 2014-0141, which are superseded",False
2017-0216,9ff83c6eb64e3b17,2016-0205,2016-0205,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0205 dated 13 October 2016. | This AD supersedes EASA AD 2016-0205 dated 13 October 2016 | this AD retains the requirements of EASA AD 2016-0205, which is superseded",False
2017-0228,46d2b115379eb893,2016-0011,2016-0011,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0011 dated 13 January 2016. | This AD supersedes EASA AD 2016-0011 dated 13 January 2016 | this AD retains the requirements of EASA AD 2016-0011, which is superseded",False
2017-0231,98e0fcae3b912eaf,2015-0038R1,2015-0038,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0239 dated 02 December 2016 and EASA AD 2015-0038R1 dated 09 February 2017. | This AD supersedes EASA AD 2016-0239 dated 02 December 2016 and EASA AD 2015-0038R1 dated 09 February 2017 | this AD retains the requirements of EASA AD 2016-0239 and EASA AD 2015-0038R1, which are superseded",False
2017-0231,98e0fcae3b912eaf,2016-0239,2016-0239,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0239 dated 02 December 2016 and EASA AD 2015-0038R1 dated 09 February 2017. | This AD supersedes EASA AD 2016-0239 dated 02 December 2016 and EASA AD 2015-0038R1 dated 09 February 2017 | this AD retains the requirements of EASA AD 2016-0239 and EASA AD 2015-0038R1, which are superseded",False
2017-0245,f20cbcf1680db49a,2013-0067,2013-0067,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2013-0067 issued on 14 March 2013. | This AD supersedes EASA AD 2013-0067 issued on 14 March 2013 | this AD retains the requirements of EASA AD 2013-0067, which is superseded",False
2017-0251,0078708329b72075,2017-0138,2017-0138,supersedes_candidate,"This AD supersedes EASA AD 2017-0138, dated 02 August 2017 | this AD retains the requirement of EASA AD 2017-0138, which is superseded",False
2018-0004,7380aa00c764a2bb,2017-0029,2017-0029,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2017-0029 dated 15 February 2017. | This AD supersedes EASA AD 2017-0029 dated 15 February 2017 | this AD retains the requirements of EASA AD 2017-0029, which is superseded",False
2018-0005,5eb9561d42d42fcf,2016-0102,2016-0102,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0102 dated 01 June 2016, including its Correction dated 07 June 2016. | This AD supersedes EASA AD 2016-0102 dated 01 June 2016, including its Correction dated 07 June 2016 | this AD retains the requirements of EASA AD 2016-0102, which is superseded",False
2018-0023,c6535194dc72cb27,2015-0001R1,2015-0001,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2015-0001R1 dated 15 January 2015. | This AD supersedes EASA AD 2015-0001R1 dated 15 January 2015 | this AD retains the requirement of EASA AD 2015-0001R1, which is superseded",False
2018-0024,40625a8e7aa4ee35,2016-0187,2016-0187,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0187 dated 19 September 2016 | This AD supersedes EASA AD 2016-0187 dated 19 September 2016 ATA 52 – Door – Forward and Aft Cargo Door Frame Forks – Inspection / Repair Manufacturer(s): Airbus (formerly Airbus Industrie) Applicability: Airbus A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-211, A320-212, A320-214, A320-215, A320-216, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-212, A321-213, A321-231 and A321-232 aeroplanes, manufacturer serial numbers (MSN) up to 0758 inclusiv | this AD retains the requirements of EASA AD 2016-0187, which is superseded",False
2018-0064,5995f27f530051d2,2016-0107,2016-0107,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0107 dated 07 June 2016. | This AD supersedes EASA AD 2016-0107 dated 07 June 2016 | this AD retains the requirements of EASA AD 2016-0107, which is superseded",False
2018-0091,26cfb6be9affd408,2013-0122,2013-0122,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2013-0122 dated 05 June 2013. | This AD supersedes EASA AD 2013-0122 dated 05 June 2013 | this AD retains the requirements of EASA AD 2013-0122, which is superseded",False
2018-0097,83648a916a11f3b5,2016-0253,2016-0253,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0253 dated 15 December 2016. | This AD supersedes EASA AD 2016-0253 dated 15 December 2016 | this AD retains the requirements of EASA AD 2016-0253, which is superseded",False
2018-0098,bbf89c962f209bac,2017-0173,2017-0173,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2017-0173 dated 08 September 2017. | This AD supersedes EASA AD 2017-0173 dated 08 September 2017 | this AD retains the requirements of EASA AD 2017-0173, which is superseded",False
2018-0116,1bddef6b7232973c,2015-0136R1,2015-0136,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2015-0136R1 dated 16 September 2015. | This AD supersedes EASA AD 2015-0136R1 dated 16 September 2015 | this AD retains the requirements of EASA AD 2015-0136R1, which is superseded",False
2018-0131,a29c60380290526c,2015-0170,2015-0170,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2015-0170 dated 18 August 2015. | This AD supersedes EASA AD 2015-0170 dated 18 August 2015 | this AD retains the requirements of EASA AD 2015-0170, which is superseded",False
2018-0147,3a7b2d327f628d5b,2015-0212,2015-0212,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2015-0212 dated 04 November 2015. | This AD supersedes EASA AD 2015-0212 dated 04 November 2015 | this AD retains the requirements of EASA AD 2015-0212, which is superseded",False
2018-0150,50474b7a822d12e2,2017-0245,2017-0245,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2017-0245 dated on 11 December 2017. | This AD supersedes EASA AD 2017-0245 dated on 11 December 2017,False
2018-0161,114c310d53c0956d,2014-0164R1,2014-0164,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2014-0164R1 dated 21 July 2016, including its Correction dated 04 August 2016. | This AD supersedes EASA AD 2014-0164R1 dated 21 July 2016, including its Correction dated 04 August 2016 | this AD retains the requirements of EASA AD 2014-0164R1, which is superseded",False
2018-0162,06307d7b2cbc34ee,2016-0147,2016-0147,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0147 dated 21 July 2016. | This AD supersedes EASA AD 2016-0147 dated 21 July 2016 | this AD retains the requirement of EASA AD 2016-0147, which is superseded",False
2018-0170,961c2d1c62637125,2016-0058,2016-0058,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0058 dated 21 March 2016 | This AD supersedes EASA AD 2016-0058 dated 21 March 2016 ATA 32 – Landing Gear – Main Landing Gear Hinge Arm / Barrel Pin – Inspection Manufacturer(s): Airbus, formerly Airbus Industrie Applicability: Airbus A300, A300-600, and A300-600ST aeroplanes, all certified models, all manufacturer serial numbers | this AD retains the requirement of EASA AD 2016-0058, which is superseded",False
2018-0178,11c83ace8fc4bf26,2017-0200,2017-0200,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2017-0200 dated 10 October 2017. | This AD supersedes EASA AD 2017-0200 dated 10 October 2017 | this AD retains the requirement of EASA AD 2017-0200, which is superseded",False
2018-0180,25631ed9d408cdfe,2017-0168,2017-0168,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2017-0168 dated 07 September 2017. | This AD supersedes EASA AD 2017-0168 dated 07 September 2017 | this AD retains the requirements of EASA AD 2017-0168, which is superseded",False
2018-0189,78b956072914d632,2017-0257R1,2017-0257,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2017-0257R1 dated 09 January 2018. | This AD supersedes EASA AD 2017-0257R1 dated 09 January 2018 | this AD retains the requirements of EASA AD 2017-0257R1, which is superseded",False
2018-0191R1,b374b0538a5385f8,2017-0182,2017-0182,supersedes_candidate,"Supersedure: This AD revises EASA AD 2018-0191 dated 03 September 2018, which superseded EASA AD 2017-0182 dated 19 September 2017.",False
2018-0192,cfc51171161bbb4b,2016-0226,2016-0226,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0226 dated 09 November 2016, including its Correction dated 10 November 2016. | This AD supersedes EASA AD 2016-0226 dated 09 November 2016, including its Correction dated 10 November 2016 | this AD retains the requirements of EASA AD 2016-0226, which is superseded",False
2018-0218,1a235e3f821275de,2007-0067R1,2007-0067,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2007-0067R1 dated 07 June 2007. | This AD supersedes EASA AD 2007-0067R1 dated 07 June 2007 | this AD retains the requirements of EASA AD 2007-0067R1, which is superseded",False
2018-0231,0becd76a7dc6fc52,2017-0169,2017-0169,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2017-0169 dated 07 September 2017. | This AD supersedes EASA AD 2017-0169 dated 07 September 2017 | this AD retains the requirements of EASA AD 2017-0169, which is superseded",False
2018-0233R1,78a7d22fdaf7b2cf,2013-0310,2013-0310,supersedes_candidate,"Supersedure: This AD revises EASA AD 2018-0233 dated 26 October 2018, which superseded EASA AD 2013-0310 dated 20 December 2013.",False
2018-0249R1,64a0c1af2897c785,2017-0069,2017-0069,supersedes_candidate,"this AD retains the requirements of EASA AD 2017-0069, which is superseded",False
2018-0266,65231b2bcc2e9b58,2015-0152R1,2015-0152,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2015-0152R1 dated 23 May 2017. | This AD supersedes EASA AD 2015-0152R1 dated 23 May 2017 | this AD retains the requirements of EASA AD 2015-0152R1, which is superseded",False
2018-0288,da2a8972ddb16b54,2017-0231,2017-0231,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2017-0231 dated 21 November 2017. | This AD supersedes EASA AD 2017-0231 dated 21 November 2017 | this AD retains the requirements of EASA AD 2017-0231, which is superseded",False
2018-0290,01a484b425e9a5b6,2018-0045,2018-0045,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2018-0045 dated 15 February 2018, including its Correction dated 22 February 2018. | This AD supersedes EASA AD 2018-0045 dated 15 February 2018, including its Correction dated 22 February 2018 | this AD retains the requirements of EASA AD 2018-0045, which is superseded",False
2019-0002,c0d062608c3bd24e,2017-0183,2017-0183,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2017-0183 dated 20 September 2017. | This AD supersedes EASA AD 2017-0183 dated 20 September 2017 | this AD supersedes EASA AD 2017-0183 and requires a one-time DET of each engine drain system flexible hose, and, depending on findings, accomplishment of applicable corrective action(s)",False
2019-0014,20a618446e4866ed,2016-0172,2016-0172,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0172 dated 23 August 2016. | This AD supersedes EASA AD 2016-0172 dated 23 August 2016 | this AD retains the requirements of the EASA AD 2016-0172, which is superseded",False
2019-0042,c79a63cfb32c7211,2011-0173R1,2011-0173,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2011-0173R1 dated 21 August 2014. | This AD supersedes EASA AD 2011-0173R1 dated 21 August 2014 | this AD retains the requirements of EASA AD 2011-0173R1, which is superseded",False
2019-0056,f678ab3d213511ea,2017-0215,2017-0215,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2017-0215 dated 24 October 2017. | This AD supersedes EASA AD 2017-0215 dated 24 October 2017 | this AD retains the requirements of EASA AD 2017-0215, which is superseded",False
2019-0059,845c71f5020c1029,2018-0068,2018-0068,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2018-0068 dated 26 March 2018. | This AD supersedes EASA AD 2018-0068 dated 26 March 2018 | this AD retains the requirements of EASA AD 2018-0068, which is superseded",False
2019-0072,b046c10e8e4de51a,2018-0097,2018-0097,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2018-0097 dated 24 April 2018. | This AD supersedes EASA AD 2018-0097 dated 24 April 2018 | this AD retains the requirements of EASA AD 2018-0097, which is superseded",False
2019-0090,838d726c756b786b,2017-0205,2017-0205,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2017-0205 dated 12 October 2017. | This AD supersedes EASA AD 2017-0205 dated 12 October 2017 | this AD retains the requirements of EASA AD 2017-0205, which is superseded",False
2019-0091,33cff6c30a3fc0d2,2017-0206,2017-0206,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2017-0206 dated 12 October 2017. | This AD supersedes EASA AD 2017-0206 dated 12 October 2017 | this AD retains the requirements of EASA AD 2017-0206, which is superseded",False
2019-0115,2154ddf090057214,2018-0271,2018-0271,supersedes_candidate,"This AD supersedes EASA AD 2018-0271 dated 12 December 2018 | this AD retains the requirements of EASA AD 2018-0271, which is superseded",False
2019-0122,162c69b88463d27f,2013-0261,2013-0261,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2013-0261 dated 28 October 2013. | This AD supersedes EASA AD 2013-0261 dated 28 October 2013 | this AD retains the requirements of EASA AD 2013-0261, which is superseded",False
2019-0127,362325060002d523,2016-0189,2016-0189,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2016-0189 dated 26 September 2016. | This AD supersedes EASA AD 2016-0189 dated 26 September 2016,False
2019-0155,3be27d17371cfe63,2010-0135,2010-0135,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2010-0135 dated 05 July 2010. | This AD supersedes EASA AD 2010-0135 dated 05 July 2010 | this AD retains the requirements of EASA AD 2010-0135, which is superseded",False
2019-0159,3aeb26ef6e933820,2018-0215,2018-0215,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2018-0215 dated 05 October 2018. | This AD supersedes EASA AD 2018-0215 dated 05 October 2018 | this AD retains the requirements of EASA AD 2018-0215, which is superseded",False
2019-0164,a613d272052baa64,2019-0063,2019-0063,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0063 dated 26 March 2019. | This AD supersedes EASA AD 2019-0063 dated 26 March 2019 | this AD retains the requirements of EASA AD 2019-0063, which is superseded",False
2019-0168,093254f50f852311,2018-0245R1,2018-0245,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2018-0245R1 dated 05 December 2018. | This AD supersedes EASA AD 2018-0245R1 dated 05 December 2018 | this AD retains the requirements of EASA AD 2018-0245R1, which is superseded",False
2019-0192,f79e942c648ed6c0,2019-0124,2019-0124,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0124 dated 05 June 2019. | This AD supersedes EASA AD 2019-0124 dated 05 June 2019 | this AD retains the requirements of EASA AD 2019-0124, which is superseded",False
2019-0196,58cf2f3624f49f4a,2015-0219,2015-0219,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2015-0219 dated 03 November 2015. | This AD supersedes EASA AD 2015-0219 dated 03 November 2015 | this AD retains the requirements of EASA AD 2015-0219, which is superseded",False
2019-0206,820bba641259876a,2018-0037,2018-0037,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2018-0037 dated 07 February 2018. | This AD supersedes EASA AD 2018-0037 dated 07 February 2018 | this AD retains the requirements of EASA AD 2018-0037, which is superseded",False
2019-0216,8a9d61ebd2738f6c,2019-0072,2019-0072,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0072 dated 28 March 2019. | This AD supersedes EASA AD 2019-0072 dated 28 March 2019 | this AD retains the requirements of EASA AD 2019-0072, which is superseded",False
2019-0217,1a78da4d00095248,2018-0096,2018-0096,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2018-0096 dated 24 April 2018. | This AD supersedes EASA AD 2018-0096 dated 24 April 2018 | this AD retains the requirements of EASA AD 2018-0096, which is superseded",False
2019-0243,e84c9711659cdc52,2016-0035R1,2016-0035,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0035R1 dated 21 September 2018. | This AD supersedes EASA AD 2016-0035R1 dated 21 September 2018 | this AD retains the requirements of EASA AD 2016-0035R1, which is superseded",False
2019-0251,cea4a1f292d63583,2017-0135,2017-0135,supersedes_candidate,"Supersedure: This AD cancels EASA AD 2017-0135 dated 28 July 2017, EASA Emergency AD 2018-0171-E dated 06 August 2018, and supersedes EASA AD 2019-0205 dated 20 August 2019. | this AD retains the requirements of EASA AD 2019-0205, which is superseded",False
2019-0251,cea4a1f292d63583,2018-0171-E,2018-0171,supersedes_candidate,"Supersedure: This AD cancels EASA AD 2017-0135 dated 28 July 2017, EASA Emergency AD 2018-0171-E dated 06 August 2018, and supersedes EASA AD 2019-0205 dated 20 August 2019. | this AD retains the requirements of EASA AD 2019-0205, which is superseded",False
2019-0251,cea4a1f292d63583,2019-0205,2019-0205,supersedes_candidate,"Supersedure: This AD cancels EASA AD 2017-0135 dated 28 July 2017, EASA Emergency AD 2018-0171-E dated 06 August 2018, and supersedes EASA AD 2019-0205 dated 20 August 2019. | this AD retains the requirements of EASA AD 2019-0205, which is superseded",False
